0	1936
1	2460
2	2984
3	3508
4	4032
5	4556
6	5080
7	5604
8	6128
9	6652
10	7176
11	7700
12	8224
13	8748
14	9272
15	9796
16	10320
17	10844
18	11368
19	11892
20	12416
21	12940
22	13464
23	13988
24	16280
25	16804
26	17328
27	17852
28	18376
29	18900
30	19424
31	19948
32	20472
33	20996
34	21520
35	22044
36	22568
37	23092
38	23616
39	24140
40	24664
41	25188
42	25712
43	26236
44	26760
45	27284
46	27808
47	28332
48	28856
49	29380
50	29904
51	30428
52	30952
53	31476
54	32000
55	32524
56	33048
57	33572
58	34096
59	34620
60	35144
61	35668
62	36192
63	36716
64	37240
65	37764
66	38288
67	38812
68	39336
69	39860
70	40384
71	40908
72	41432
73	41956
74	42480
75	43004
76	43528
77	44052
78	44576
79	45100
80	45624
81	46148
82	46672
83	47196
84	47984
85	48508
86	49032
87	49556
88	50080
89	50604
90	51128
91	51652
92	52176
93	52700
94	53224
95	53748
96	54272
97	54796
98	55320
99	55844
100	56368
101	56892
102	57416
103	57940
104	58464
105	58988
106	59512
107	60036
108	60560
109	61084
110	61608
111	62132
112	62656
113	63180
114	63704
115	64228
116	64752
117	65276
118	65800
119	66324
120	66848
121	67372
122	67896
123	68420
124	68944
125	69468
126	69992
127	70516
128	71040
129	71564
130	72088
131	72612
132	73136
133	73660
134	74184
135	74708
136	75232
137	75756
138	76280
139	76804
140	77328
141	77852
142	78376
143	78900
144	79424
145	80212
146	80736
147	81260
148	81784
149	82308
150	82832
151	83356
152	83880
153	84404
154	84928
155	85452
156	85976
157	86500
158	87024
159	87548
160	88072
161	88596
162	89120
163	89644
164	90168
165	90692
166	91216
167	91740
168	92264
169	92788
170	93312
171	93836
172	94360
173	94884
174	95408
175	95932
176	96456
177	96980
178	97504
179	98028
180	98552
181	99076
182	99600
183	100124
184	100648
185	101172
186	101696
187	102220
188	102744
189	103268
190	103792
191	104316
192	104840
193	105364
194	105888
195	106412
196	106936
197	107460
198	107984
199	108508
200	109032
201	109556
202	110080
203	110604
204	111128
205	111652
206	112440
207	112964
208	113488
209	114012
210	114536
211	115060
212	115584
213	116108
214	116632
215	117156
216	117680
217	118204
218	118728
219	119252
220	119776
221	120300
222	120824
223	121348
224	121872
225	122396
226	122920
227	123444
228	123968
229	124492
230	125016
231	125540
232	126064
233	126588
234	127112
235	127636
236	128160
237	128684
238	129208
239	129732
240	130256
241	130780
242	131304
243	131828
244	132352
245	132876
246	133400
247	133924
248	134448
249	134972
250	135496
251	136020
252	136544
253	137068
254	137592
255	138116
256	138640
257	139164
258	139688
259	140212
260	140736
261	141260
262	141784
263	142308
264	142832
265	143356
266	144144
267	144668
268	145192
269	145716
270	146240
271	146764
272	147288
273	147812
274	148336
275	148860
276	149384
277	149908
278	150432
279	150956
280	151480
281	152004
282	152528
283	153052
284	153576
285	154100
286	154624
287	155148
288	155672
289	156196
290	156720
291	157244
292	157768
293	158292
294	158816
295	159340
296	159864
297	160388
298	160912
299	161436
300	161960
301	162484
302	163008
303	163532
304	164056
305	164580
306	165104
307	165628
308	166152
309	166676
310	167200
311	167724
312	168248
313	168772
314	169296
315	169820
316	170344
317	170868
